2026-01-05 02:14:14 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5855388827621937, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:15 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.8661375232040882, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:17 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 1.425722822546959, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:25 - INFO: Const-add verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 8.61201986297965, infer_time: 1.4930738881230354, feed_back_iter: 0, tokens: 802
2026-01-05 02:14:27 - INFO: Verification failed with the loop bound: assume(i >= n + x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.5864735879004002, infer_time: 1.4834335930645466, tokens: 969
2026-01-05 05:59:06 - INFO: Loop bound assume(i >= x + 2 * y + 1); has already been tried.
2026-01-05 05:59:28 - INFO: Verification succeeded with the loop bound: assume(i0 >= x + y && i1 >= y);, file: PodelskiRybalchenko-simpl2.bpl, k: 1, invariant: (i0 <= 0 && -1 < i0 - ATTR$x$ADD$y) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && i0 + i1 <= 1 && y <= 0) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && 1 < i0 + i1 && TR1 <= 5 && y <= -1) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && 1 < i0 + i1 && TR1 <= 5 && -1 < y && x - i0 <= 2 && x + ATTR$x$ADD$y <= 1) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && 1 < i0 + i1 && TR1 <= 5 && -1 < y && x - i0 <= 2 && 1 < x + ATTR$x$ADD$y && i0 <= 1 && y <= 0) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && 1 < i0 + i1 && TR1 <= 5 && -1 < y && x - i0 <= 2 && 1 < x + ATTR$x$ADD$y && 1 < i0 && TR1 <= 1 && x - i0 <= -2) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && 1 < i0 + i1 && TR1 <= 5 && -1 < y && x - i0 <= 2 && 1 < x + ATTR$x$ADD$y && 1 < i0 && TR1 <= 1 && -2 < x - i0 && y - i1 <= 0 && i0 - ATTR$x$ADD$y <= -1 && x - i0 <= -1) || (0 < i0 && i0 - ATTR$x$ADD$y <= 1 && 1 < i0 + i1 && TR1 <= 5 && -1 < y && x - i0 <= 2 && 1 < x + ATTR$x$ADD$y && 1 < i0 && TR1 <= 1 && -2 < x - i0 && y - i1 <= 0 && -1 < i0 - ATTR$x$ADD$y) || (0 < i0 && 1 < i0 - ATTR$x$ADD$y), verification_time: 20.268333852291107, infer_time: 1.5791179984807968, feed_back_iter: 5, tokens: 1328
2026-01-05 05:59:31 - INFO: Verification succeeded with the loop bound: assume(i >= x - y); assume(i >= y - x);, file: AliasDarteFeautrierGonnord-SAS2010-wise_true-termination_true-no-overflow.bpl, k: 1, invariant: -3 < i - ATTR$y$SUB$x && -3 < i + ATTR$y$SUB$x, verification_time: 0.7202407941222191, infer_time: 1.5790175013244152, feed_back_iter: 1, tokens: 1066
2026-01-05 05:59:38 - INFO: Verification succeeded with the loop bound: assume(i >= x);, file: Cairo_true-no-overflow_true-termination_true-valid-memsafety.bpl, k: 1, invariant: x - i <= 0 && -1 < x, verification_time: 0.5121832117438316, infer_time: 6.22691136226058, feed_back_iter: 0, tokens: 713
2026-01-05 05:59:40 - INFO: Verification failed with the loop bound: assume(i >= 10 - x);, file: 3pieces_Caterina_TACAS16.bpl , k: 1, feed_back_iter: 0, verification_time: 0.622794721275568, infer_time: 1.5357389375567436, tokens: 745
2026-01-05 05:59:41 - INFO: Verification failed with the loop bound: assume(i >= 10 - x);, file: 3pieces_Caterina_TACAS16.bpl , k: 2, feed_back_iter: 0, verification_time: 0.6541013419628143, infer_time: 1.5357389375567436, tokens: 745
2026-01-05 05:59:41 - INFO: Verification failed with the loop bound: assume(i >= 10 - x);, file: 3pieces_Caterina_TACAS16.bpl , k: 3, feed_back_iter: 0, verification_time: 0.6763326451182365, infer_time: 1.5357389375567436, tokens: 745
2026-01-05 05:59:42 - INFO: Const-add verification failed with the loop bound: assume(i >= 10 - x);, file: 3pieces_Caterina_TACAS16.bpl, const_part: 3, verification_time: 0.9254547879099846, infer_time: 1.5357389375567436, feed_back_iter: 0, tokens: 745
2026-01-05 05:59:44 - INFO: Verification failed with the loop bound: assume(i >= 10 - x); assume(i >= 0);, file: 3pieces_Caterina_TACAS16.bpl , k: 1, feed_back_iter: 1, verification_time: 0.6218677796423435, infer_time: 1.4207062385976315, tokens: 919
2026-01-05 05:59:45 - INFO: Verification failed with the loop bound: assume(i >= 10 - x); assume(i >= 0);, file: 3pieces_Caterina_TACAS16.bpl , k: 2, feed_back_iter: 1, verification_time: 0.6468447782099247, infer_time: 1.4207062385976315, tokens: 919
2026-01-05 05:59:46 - INFO: Verification failed with the loop bound: assume(i >= 10 - x); assume(i >= 0);, file: 3pieces_Caterina_TACAS16.bpl , k: 3, feed_back_iter: 1, verification_time: 0.8374245762825012, infer_time: 1.4207062385976315, tokens: 919
2026-01-05 05:59:47 - INFO: Verification succeeded with the loop bound: assume(i >= 10 - x); assume(i >= 0);, file: 3pieces_Caterina_TACAS16.bpl, const_part: 3, invariant: (i - ATTR$10$SUB$x$ADD$3 <= -1 && x <= 0 && -1 < x + i) || (-1 < i - ATTR$10$SUB$x$ADD$3 && 1 < i), verification_time: 1.0844919756054878, infer_time: 1.4207062385976315, feed_back_iter: 1, tokens: 919
2026-01-05 05:59:57 - INFO: Verification failed with the loop bound: assume(i >= a); assume(i >= b); assume(i >= c); assume(i >= d); assume(i >= _e); assume(i >= f);, file: determ_term_8.bpl , k: 1, feed_back_iter: 1, verification_time: 0.8698720820248127, infer_time: 1.7981237210333347, tokens: 1121
2026-01-05 06:00:57 - INFO: Verification timed out with the loop bound: assume(i >= a); assume(i >= b); assume(i >= c); assume(i >= d); assume(i >= _e); assume(i >= f);, file: determ_term_8.bpl, k: 2, infer_time: 1.7981237210333347, feed_back_iter: 1, tokens: 1121
2026-01-05 06:01:02 - INFO: Verification succeeded with the loop bound: assume(i >= a); assume(i >= b); assume(i >= c); assume(i >= d); assume(i >= _e); assume(i >= f);, file: determ_term_8.bpl, k: 3, invariant: a - i <= -3 || (-3 < a - i && 0 < i && 1 < a + i && b <= 0 && b - c <= 0 && 0 < d) || (-3 < a - i && 0 < i && 1 < a + i && b <= 0 && 0 < b - c) || (-3 < a - i && 0 < i && 1 < a + i && 0 < b), verification_time: 5.499991074204445, infer_time: 1.7981237210333347, feed_back_iter: 1, tokens: 1121
2026-01-05 06:01:05 - INFO: Verification failed with the loop bound: assume(i >= k - _i); assume(i >= k - j);, file: c.07_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.6163607314229012, infer_time: 1.6894892677664757, tokens: 816
2026-01-05 06:01:05 - INFO: Verification failed with the loop bound: assume(i >= k - _i); assume(i >= k - j);, file: c.07_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.6288313567638397, infer_time: 1.6894892677664757, tokens: 816
2026-01-05 06:01:06 - INFO: Verification failed with the loop bound: assume(i >= k - _i); assume(i >= k - j);, file: c.07_true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 0.7949360236525536, infer_time: 1.6894892677664757, tokens: 816
2026-01-05 06:01:07 - INFO: Verification succeeded with the loop bound: assume(i >= k - _i); assume(i >= k - j);, file: c.07_true-termination_true-no-overflow.bpl, const_part: 3, invariant: 0 < i - ATTM$k$SUB$j && -1 < i - ATTM$k$SUB$_i, verification_time: 0.7484116032719612, infer_time: 1.6894892677664757, feed_back_iter: 0, tokens: 816
2026-01-05 06:01:09 - INFO: Verification succeeded with the loop bound: assume(i >= x); assume(i >= y);, file: TelAviv-Amir-Minimum-alloca_true-termination.bpl, k: 1, invariant: y - i <= 0 || (0 < y - i && x - i <= 0), verification_time: 0.6482704728841782, infer_time: 1.4290405847132206, feed_back_iter: 0, tokens: 806
2026-01-05 06:01:12 - INFO: Verification failed with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination.bpl , k: 1, feed_back_iter: 0, verification_time: 0.8921003378927708, infer_time: 1.7990272343158722, tokens: 835
2026-01-05 06:01:14 - INFO: Verification failed with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination.bpl , k: 2, feed_back_iter: 0, verification_time: 2.011142384260893, infer_time: 1.7990272343158722, tokens: 835
2026-01-05 06:02:14 - INFO: Verification timed out with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination.bpl, k: 3, infer_time: 1.7990272343158722, feed_back_iter: 0, tokens: 835
2026-01-05 06:02:27 - INFO: Const-add verification failed with the loop bound: assume(i >= x1); assume(i >= x2); assume(i >= x3);, file: trex03_false-unreach-call_true-termination.bpl, const_part: 3, verification_time: 13.36330833658576, infer_time: 1.7990272343158722, feed_back_iter: 0, tokens: 835
2026-01-05 06:02:29 - INFO: Verification succeeded with the loop bound: assume(i >= x1 + x2 + x3);, file: trex03_false-unreach-call_true-termination.bpl, k: 1, invariant: -3 < i - ATTR$x1$ADD$x2$ADD$x3, verification_time: 0.5778572224080563, infer_time: 1.4913929104804993, feed_back_iter: 1, tokens: 1007
2026-01-05 06:02:31 - INFO: Verification succeeded with the loop bound: assume(i >= 10);, file: Problem00_label00_true-unreach-call-toy.bpl, invariant: CBC Bound-- 10, k: 0, invariant: None, verification_time: 0.28909584507346153, infer_time: 1.3749161884188652, feed_back_iter: 0, tokens: 810
2026-01-05 06:02:33 - INFO: Verification failed with the loop bound: assume(i >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5849325060844421, infer_time: 1.3579868413507938, tokens: 754
2026-01-05 06:02:34 - INFO: Verification failed with the loop bound: assume(i >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.7359104938805103, infer_time: 1.3579868413507938, tokens: 754
2026-01-05 06:02:40 - INFO: Verification failed with the loop bound: assume(i >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 6.2583750449121, infer_time: 1.3579868413507938, tokens: 754
2026-01-05 06:02:42 - INFO: Const-add verification failed with the loop bound: assume(i >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 2.088789101690054, infer_time: 1.3579868413507938, feed_back_iter: 0, tokens: 754
2026-01-05 06:02:45 - INFO: Verification failed with the loop bound: assume(i >= N); assume(i >= j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.7023090422153473, infer_time: 1.6727968826889992, tokens: 924
2026-01-05 06:02:45 - INFO: Verification failed with the loop bound: assume(i >= N); assume(i >= j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 1, verification_time: 0.7508508674800396, infer_time: 1.6727968826889992, tokens: 924
2026-01-05 06:02:55 - INFO: Verification failed with the loop bound: assume(i >= N); assume(i >= j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 1, verification_time: 9.597218006849289, infer_time: 1.6727968826889992, tokens: 924
2026-01-05 06:02:58 - INFO: Const-add verification failed with the loop bound: assume(i >= N); assume(i >= j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 3.0532540902495384, infer_time: 1.6727968826889992, feed_back_iter: 1, tokens: 924
2026-01-05 06:03:01 - INFO: Verification failed with the loop bound: assume(i >= N + j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 2, verification_time: 0.5959282480180264, infer_time: 1.8735410198569298, tokens: 926
2026-01-05 06:03:04 - INFO: Verification failed with the loop bound: assume(i >= N + j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 2, verification_time: 3.420537084341049, infer_time: 1.8735410198569298, tokens: 926
2026-01-05 06:03:30 - INFO: Verification failed with the loop bound: assume(i >= N + j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 3, feed_back_iter: 2, verification_time: 26.387182101607323, infer_time: 1.8735410198569298, tokens: 926
2026-01-05 06:03:32 - INFO: Const-add verification failed with the loop bound: assume(i >= N + j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 1.1263592950999737, infer_time: 1.8735410198569298, feed_back_iter: 2, tokens: 926
2026-01-05 06:03:34 - INFO: Verification failed with the loop bound: assume(i >= N + N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 3, verification_time: 0.7553326450288296, infer_time: 1.7653403580188751, tokens: 923
2026-01-05 06:03:35 - INFO: Verification failed with the loop bound: assume(i >= N + N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 3, verification_time: 0.6369304694235325, infer_time: 1.7653403580188751, tokens: 923
2026-01-05 06:04:35 - INFO: Verification timed out with the loop bound: assume(i >= N + N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.7653403580188751, feed_back_iter: 3, tokens: 923
2026-01-05 06:04:36 - INFO: Const-add verification failed with the loop bound: assume(i >= N + N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 1.4020981341600418, infer_time: 1.7653403580188751, feed_back_iter: 3, tokens: 923
2026-01-05 06:04:38 - INFO: Loop bound assume(i >= N + N); has already been tried.
2026-01-05 06:04:42 - INFO: Verification failed with the loop bound: assume(i0 >= N && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 5, verification_time: 1.9939607866108418, infer_time: 1.923627931624651, tokens: 1303
2026-01-05 06:04:49 - INFO: Verification failed with the loop bound: assume(i0 >= N && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 5, verification_time: 7.860096782445908, infer_time: 1.923627931624651, tokens: 1303
2026-01-05 06:05:50 - INFO: Verification timed out with the loop bound: assume(i0 >= N && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.923627931624651, feed_back_iter: 5, tokens: 1303
2026-01-05 06:06:50 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= N && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 7.860096782445908, infer_time: 1.923627931624651, feed_back_iter: 5, tokens: 1303
2026-01-05 06:06:55 - INFO: Verification failed with the loop bound: assume(i0 >= N + 1 && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 6, verification_time: 3.6459733434021473, infer_time: 2.0965106450021267, tokens: 1146
2026-01-05 06:07:09 - INFO: Verification failed with the loop bound: assume(i0 >= N + 1 && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 6, verification_time: 14.05169117078185, infer_time: 2.0965106450021267, tokens: 1146
2026-01-05 06:08:10 - INFO: Verification timed out with the loop bound: assume(i0 >= N + 1 && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 3, infer_time: 2.0965106450021267, feed_back_iter: 6, tokens: 1146
2026-01-05 06:09:10 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= N + 1 && i1 >= N);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 14.05169117078185, infer_time: 2.0965106450021267, feed_back_iter: 6, tokens: 1146
2026-01-05 06:10:12 - INFO: Verification timed out with the loop bound: assume(i0 >= N + 1 && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 1, infer_time: 1.8358986116945744, feed_back_iter: 7, tokens: 1152
2026-01-05 06:11:12 - INFO: Verification timed out with the loop bound: assume(i0 >= N + 1 && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 2, infer_time: 1.8358986116945744, feed_back_iter: 7, tokens: 1152
2026-01-05 06:12:12 - INFO: Verification timed out with the loop bound: assume(i0 >= N + 1 && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.8358986116945744, feed_back_iter: 7, tokens: 1152
2026-01-05 06:13:12 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= N + 1 && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.8358986116945744, feed_back_iter: 7, tokens: 1152
2026-01-05 06:13:14 - INFO: Lexical loop bound assume(i0 >= N && i1 >= N); has already been tried.
2026-01-05 06:13:15 - INFO: Counter error with the loop bound: assume(i0 >= i + j && i1 >= j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 4, infer_time: 1.6394113525748253, feed_back_iter: 9, tokens: 1659
2026-01-05 06:13:17 - INFO: Verification failed with the loop bound: assume(i0 >= N && i1 >= 0);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 10, verification_time: 0.988347765058279, infer_time: 1.2609785720705986, tokens: 1208
2026-01-05 06:13:19 - INFO: Verification failed with the loop bound: assume(i0 >= N && i1 >= 0);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 2, feed_back_iter: 10, verification_time: 1.0491645820438862, infer_time: 1.2609785720705986, tokens: 1208
2026-01-05 06:14:19 - INFO: Verification timed out with the loop bound: assume(i0 >= N && i1 >= 0);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.2609785720705986, feed_back_iter: 10, tokens: 1208
2026-01-05 06:15:19 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= N && i1 >= 0);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 1.0491645820438862, infer_time: 1.2609785720705986, feed_back_iter: 10, tokens: 1208
2026-01-05 06:15:21 - INFO: Lexical loop bound assume(i0 >= N && i1 >= N); has already been tried.
2026-01-05 06:15:24 - INFO: Verification failed with the loop bound: assume(i0 >= N && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 12, verification_time: 1.9606320597231388, infer_time: 1.803865410387516, tokens: 1915
2026-01-05 06:16:25 - INFO: Verification timed out with the loop bound: assume(i0 >= N && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 2, infer_time: 1.803865410387516, feed_back_iter: 12, tokens: 1915
2026-01-05 06:17:25 - INFO: Verification timed out with the loop bound: assume(i0 >= N && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 3, infer_time: 1.803865410387516, feed_back_iter: 12, tokens: 1915
2026-01-05 06:18:25 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= N && i1 >= N + 1);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, const_part: 3, verification_time: 1.9606320597231388, infer_time: 1.803865410387516, feed_back_iter: 12, tokens: 1915
2026-01-05 06:18:26 - INFO: Lexical loop bound assume(i0 >= N && i1 >= N); has already been tried.
2026-01-05 06:18:37 - INFO: Verification succeeded with the loop bound: assume(i0 >= N && i1 >= N + j);, file: AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination_true-no-overflow.bpl, k: 1, invariant: _i <= 0 || (0 < _i && _i - i0 <= 0 && j - i1 <= 0) || (0 < _i && _i - i0 <= 0 && 0 < j - i1 && j <= 0) || (0 < _i && _i - i0 <= 0 && 0 < j - i1 && 0 < j && _i - i0 <= -1 && -1 < N), verification_time: 9.175525844097137, infer_time: 1.546065092086792, feed_back_iter: 14, tokens: 1961
2026-01-05 06:18:39 - INFO: Verification failed with the loop bound: assume(i >= y - K);, file: term_09.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5822666436433792, infer_time: 1.4723163768649101, tokens: 778
2026-01-05 06:18:40 - INFO: Verification failed with the loop bound: assume(i >= y - K);, file: term_09.bpl , k: 2, feed_back_iter: 0, verification_time: 0.7896132655441761, infer_time: 1.4723163768649101, tokens: 778
2026-01-05 06:18:40 - INFO: Verification failed with the loop bound: assume(i >= y - K);, file: term_09.bpl , k: 3, feed_back_iter: 0, verification_time: 0.7795544825494289, infer_time: 1.4723163768649101, tokens: 778
2026-01-05 06:18:41 - INFO: Const-add verification failed with the loop bound: assume(i >= y - K);, file: term_09.bpl, const_part: 3, verification_time: 0.7737503238022327, infer_time: 1.4723163768649101, feed_back_iter: 0, tokens: 778
2026-01-05 06:18:44 - INFO: Verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K);, file: term_09.bpl , k: 1, feed_back_iter: 1, verification_time: 1.436834629625082, infer_time: 1.8538871742784977, tokens: 952
2026-01-05 06:18:45 - INFO: Verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K);, file: term_09.bpl , k: 2, feed_back_iter: 1, verification_time: 0.6317600719630718, infer_time: 1.8538871742784977, tokens: 952
2026-01-05 06:18:46 - INFO: Verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K);, file: term_09.bpl , k: 3, feed_back_iter: 1, verification_time: 0.7147179543972015, infer_time: 1.8538871742784977, tokens: 952
2026-01-05 06:18:47 - INFO: Const-add verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K);, file: term_09.bpl, const_part: 3, verification_time: 0.6300833746790886, infer_time: 1.8538871742784977, feed_back_iter: 1, tokens: 952
2026-01-05 06:18:54 - INFO: Verification failed with the loop bound: assume(i >= y - K + 1); assume(i >= x - K + 1);, file: term_09.bpl , k: 1, feed_back_iter: 2, verification_time: 0.5764487348496914, infer_time: 6.74005688726902, tokens: 965
2026-01-05 06:18:55 - INFO: Verification failed with the loop bound: assume(i >= y - K + 1); assume(i >= x - K + 1);, file: term_09.bpl , k: 2, feed_back_iter: 2, verification_time: 0.7746459431946278, infer_time: 6.74005688726902, tokens: 965
2026-01-05 06:18:55 - INFO: Verification failed with the loop bound: assume(i >= y - K + 1); assume(i >= x - K + 1);, file: term_09.bpl , k: 3, feed_back_iter: 2, verification_time: 0.6965849250555038, infer_time: 6.74005688726902, tokens: 965
2026-01-05 06:18:56 - INFO: Const-add verification failed with the loop bound: assume(i >= y - K + 1); assume(i >= x - K + 1);, file: term_09.bpl, const_part: 3, verification_time: 0.6321614608168602, infer_time: 6.74005688726902, feed_back_iter: 2, tokens: 965
2026-01-05 06:18:58 - INFO: Loop bound assume(i >= y - K); assume(i >= x - K); has already been tried.
2026-01-05 06:19:00 - INFO: Verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K); assume(i >= 1);, file: term_09.bpl , k: 1, feed_back_iter: 4, verification_time: 0.679230060428381, infer_time: 1.7771285064518452, tokens: 1101
2026-01-05 06:19:02 - INFO: Verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K); assume(i >= 1);, file: term_09.bpl , k: 2, feed_back_iter: 4, verification_time: 1.2828341871500015, infer_time: 1.7771285064518452, tokens: 1101
2026-01-05 06:19:03 - INFO: Verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K); assume(i >= 1);, file: term_09.bpl , k: 3, feed_back_iter: 4, verification_time: 1.861931174993515, infer_time: 1.7771285064518452, tokens: 1101
2026-01-05 06:19:05 - INFO: Const-add verification failed with the loop bound: assume(i >= y - K); assume(i >= x - K); assume(i >= 1);, file: term_09.bpl, const_part: 3, verification_time: 1.7458149455487728, infer_time: 1.7771285064518452, feed_back_iter: 4, tokens: 1101
2026-01-05 06:19:08 - INFO: Verification failed with the loop bound: assume(i0 >= 2 * (y - K) + 1 && i1 >= 2 * (x - K) + 1);, file: term_09.bpl , k: 1, feed_back_iter: 5, verification_time: 0.9821492210030556, infer_time: 2.013258211314678, tokens: 1213
2026-01-05 06:19:09 - INFO: Verification failed with the loop bound: assume(i0 >= 2 * (y - K) + 1 && i1 >= 2 * (x - K) + 1);, file: term_09.bpl , k: 2, feed_back_iter: 5, verification_time: 0.925694216042757, infer_time: 2.013258211314678, tokens: 1213
2026-01-05 06:19:10 - INFO: Verification failed with the loop bound: assume(i0 >= 2 * (y - K) + 1 && i1 >= 2 * (x - K) + 1);, file: term_09.bpl , k: 3, feed_back_iter: 5, verification_time: 1.106826838105917, infer_time: 2.013258211314678, tokens: 1213
2026-01-05 06:19:11 - INFO: Const-add lexical verification failed with the loop bound: assume(i0 >= 2 * (y - K) + 1 && i1 >= 2 * (x - K) + 1);, file: term_09.bpl, const_part: 3, verification_time: 0.6219369806349277, infer_time: 2.013258211314678, feed_back_iter: 5, tokens: 1213
2026-01-05 06:19:14 - INFO: Verification failed with the loop bound: assume(i0 >= (y - K) + (x - K) + 1 && i1 >= (x - K) + 1);, file: term_09.bpl , k: 1, feed_back_iter: 6, verification_time: 1.0937405303120613, infer_time: 2.031886577606201, tokens: 1224
2026-01-05 06:19:15 - INFO: Verification failed with the loop bound: assume(i0 >= (y - K) + (x - K) + 1 && i1 >= (x - K) + 1);, file: term_09.bpl , k: 2, feed_back_iter: 6, verification_time: 1.1944361105561256, infer_time: 2.031886577606201, tokens: 1224
2026-01-05 06:19:18 - INFO: Verification failed with the loop bound: assume(i0 >= (y - K) + (x - K) + 1 && i1 >= (x - K) + 1);, file: term_09.bpl , k: 3, feed_back_iter: 6, verification_time: 2.4604671597480774, infer_time: 2.031886577606201, tokens: 1224
2026-01-05 06:19:19 - INFO: Const-add lexical verification failed with the loop bound: assume(i0 >= (y - K) + (x - K) + 1 && i1 >= (x - K) + 1);, file: term_09.bpl, const_part: 3, verification_time: 0.6266164630651474, infer_time: 2.031886577606201, feed_back_iter: 6, tokens: 1224
